id,candidate_type,priority_score,capability,visual_dependency_gap,normal_f1,control_max_f1,question,gold_answer,normal_prediction,human_action,human_note
lingoqa_eval_000083_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cars are parked on the left side of the road?,None.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""3"",   ""reason"": ""Observation shows three cars parked on the left side of the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000087_all_settings_failed,all_settings_failed,2.5,spatial_localization,0.0,0.0,0.0,"What is the current action and its justification? Answer in the form ""action, justification"".","Slowing down in our rightmost lane, the traffic light is green, we are entering a ""right turn-only"" lane and will need to wait for the traffic to make the planned right turn.","{""task"": ""external_vqa"", ""answer"": ""stop"", ""reason"": ""the car is stopped at a traffic light""}",keep_fix_or_drop,
lingoqa_eval_000088_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many motorcyclists can you see?,I can see two motorcyclists.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""3"",   ""reason"": ""There are three motorcyclists visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000097_all_settings_failed,all_settings_failed,2.5,object_recognition,0.0,0.0,0.0,What is the color of the traffic lights at this intersection?,No traffic light.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""red"",   ""reason"": ""the traffic light is red"" } ```",keep_fix_or_drop,
lingoqa_eval_000071_all_settings_failed,all_settings_failed,2.4877,reasoning_world_knowledge,0.0124,0.1176,0.1053,What action will you take next and why?,I will accelerate and follow the cyclist once they pull away.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""slow down and prepare to stop"",   ""reason"": ""the cyclist is riding in front of the bus, which could cause a collision if the driver does not slow down."" } ```",keep_fix_or_drop,
lingoqa_eval_000016_all_settings_failed,all_settings_failed,2.4834,reasoning_world_knowledge,0.0166,0.1905,0.1739,What are you focusing on while driving and why?,"The traffic lights to make sure they stay green. The pedestrians waiting to cross, to make sure they don't step into the road. The junction, to make sure another car doesn't pull out.","```json {   ""task"": ""external_vqa"",   ""answer"": ""focusing on the road ahead and the traffic signals."",   ""reason"": ""The image shows a street view with traffic lights and road markings, indicating that the driver is focused on navigating the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000099_positive_grounding,positive_grounding,2.4762,spatial_localization,0.0952,0.381,0.2857,"What is the current action and its justification? Answer in the form ""action, justification"".","The car starts, as the cyclist and the bus in front are pulling away.","{""task"": ""external_vqa"", ""answer"": ""bicyclist riding in front of the bus"", ""reason"": ""a cyclist is seen riding a bicycle in front of the red double-decker bus.""}",keep_fix_or_drop,
lingoqa_eval_000043_positive_grounding,positive_grounding,2.4444,counting,0.2222,0.2222,0.0,How many pedestrians can be seen?,2 pedestrians crossing the road can be seen.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""2"",   ""reason"": ""There are two pedestrians visible on the sidewalk."" } ```",keep_fix_or_drop,
lingoqa_eval_000063_positive_grounding,positive_grounding,2.4444,counting,0.2222,0.2222,0.0,How many pedestrians are present in this image?,"There are 2 pedestrians, on the left sidewalk.","```json {   ""task"": ""external_vqa"",   ""answer"": ""2"",   ""reason"": ""There are two people visible on the sidewalk, one walking and another standing."" } ```",keep_fix_or_drop,
lingoqa_eval_000096_positive_grounding,positive_grounding,2.4444,counting,0.2222,0.2222,0.0,How many pedestrians are crossing the road?,Zero pedestrians.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""There are two pedestrians crossing the road."",   ""reason"": ""Two individuals are seen walking across the street, with one person holding an umbrella."" } ```",keep_fix_or_drop,
lingoqa_eval_000022_positive_grounding,positive_grounding,2.4016,spatial_localization,0.1663,0.2353,0.069,"What is the current action and its justification? Answer in the form ""action, justification"".","The car maintains its speed and stays on it lane, because the lane is free of traffic and the left lane is a bus lane.","```json {   ""task"": ""external_vqa"",   ""answer"": ""stop, the car is stopped at a red light"",   ""reason"": ""the car's speed is 0, indicating it is stopped"" } ```",keep_fix_or_drop,
lingoqa_eval_000047_positive_grounding,positive_grounding,2.4,spatial_localization,0.2,0.2,0.0,"Are you positioned correctly to make a right turn at this intersection? If not, what adjustments should you make?",There is no intersection ahead.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""Positioned correctly, no adjustments needed."",   ""reason"": ""The vehicle is currently stopped at a red light, indicating it is ready to proceed when the light turns green. There are no visible obstacles or signs of an upcoming right turn."" } ```",keep_fix_or_drop,
lingoqa_eval_000100_positive_grounding,positive_grounding,2.3636,counting,0.1136,0.25,0.1364,How many cyclists are there? In which direction are they driving?,"2. There is a cyclist in front of me moving in the same lane and changing to the left bike lane, also there is a cyclist on the opposite side of road moving in the opposite direction.","```json {   ""task"": ""external_vqa"",   ""answer"": ""There are two cyclists. One is riding towards the camera and the other is riding away from the camera."",   ""reason"": ""Observation of cyclists' positions relative to the camera's perspective."" } ```",keep_fix_or_drop,
lingoqa_eval_000086_positive_grounding,positive_grounding,2.3609,reasoning_world_knowledge,0.0752,0.2857,0.2105,Why can you start at this time?,I can start because the pedestrian has finished crossing.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""I am driving through a city street with pedestrians crossing the road."",   ""reason"": ""The image shows a street scene with people walking across the crosswalks, indicating that the vehicle is likely in motion."" } ```",keep_fix_or_drop,
lingoqa_eval_000004_positive_grounding,positive_grounding,2.3571,reasoning_world_knowledge,0.1071,0.25,0.1429,Why are you stopping in this situation?,"The light is red, on top of that several pedestrians are crossing the road.","```json {   ""task"": ""external_vqa"",   ""answer"": ""I am stopping because I see pedestrians crossing the street."",   ""reason"": ""The image shows pedestrians crossing the street, which indicates that the driver needs to stop to ensure their safety."" } ```",keep_fix_or_drop,
lingoqa_eval_000055_all_settings_failed,all_settings_failed,2.3333,other,0.1667,0.1667,0.0,Do you need to decelerate? Provide a reason for your answer.,Yes. To avoid hitting the pedestrian crossing on the zebra crossing.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""the car is approaching a pedestrian crossing"" } ```",keep_fix_or_drop,
lingoqa_eval_000082_positive_grounding,positive_grounding,2.3065,spatial_localization,0.0565,0.25,0.1935,"What is the current action and its justification? Answer in the form ""action, justification"".","Starting from a stop, the light is changing from red+yellow to green, there are no vehicles in front and a pedestrian finished the crossing.","```json {   ""task"": ""external_vqa"",   ""answer"": ""stop, waiting for the traffic light to change"",   ""reason"": ""the car is stopped at a red traffic light"" } ```",keep_fix_or_drop,
lingoqa_eval_000010_positive_grounding,positive_grounding,2.2519,reasoning_world_knowledge,0.0519,0.2,0.1481,Should you maintain your speed at this moment? Why?,"No, we should slow down because we're approaching a junction.","```json {   ""task"": ""external_vqa"",   ""answer"": ""No, you should not maintain your speed at this moment."",   ""reason"": ""The image shows a street with multiple lanes and vehicles, including cars and trucks. The speed limit sign indicates a speed of 20 mph. It is generally advisable to slow down in such situations to ensure safety and avoid potential accidents."" } ```",keep_fix_or_drop,
lingoqa_eval_000057_mixed_review,mixed_review,0.9643,spatial_localization,0.0357,0.2857,0.25,"Is there any obstruction preventing the car from advancing? If so, what is the nature of the obstruction?","No, the intersection is clear.","```json {   ""task"": ""external_vqa"",   ""answer"": ""no obstruction"",   ""reason"": ""the road appears clear with no visible obstacles"" } ```",keep_fix_or_drop,
